10000022,1,40,10000009,10000016,10000007,6,8,10000055,3,10000004,21,187,10000013,10000031,10000050,5,19,20,18,15,10000036,10000067,10000069,71,65,10000023,10000095,10000011,10000046,10000062,10000000,10000038,63,48,42,10000034,70,28,58,59,52,35,10000043,27,78,29,10000057,53,10000108,10000080,54,10000037,10000024,10000077,188,61,12,26,10000189,10000163,49,33,10000064,17,10000073,10000041,101,68,10,10000056,10000079,25,10000083,87,85,10000060,86,10000190,10000091,90,10000089,10000122,93,165,75,66,103,191,10000076,169,127,10000124,74,10000072,94,10000102,96,10000098,84,88,10000100,10000120,10000092,107,10000115,10000097,105,99,121,170,168,81,112,10000111,10000118,192,131,10000117,10000129,126,116,193,10000125,10000123,119,171,135,147,10000106,130,10000114,110,156,148,104,140,82,10000141,10000014,134,137,30,185,158,186,144,152,154,145,157,180,138,136,184,10000149,146,10000155,143,181,153,194,10000150,151,195,196,197,198
-80,-100,-100,-65,-48,-73,-100,-100,-86,-65,-64,-64,-100,-76,-69,-88,-70,-100,-100,-100,-80,-100,-87,-100,-100,-100,-83,-100,-100,-88,-100,-61,-87,-100,-72,-100,-100,-100,-80,-100,-82,-81,-100,-100,-100,-100,-76,-100,-89,-89,-100,-76,-100,-83,-100,-100,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-74,-100,-100,-66,-50,-75,-100,-100,-86,-68,-61,-61,-100,-77,-73,-88,-70,-100,-100,-100,-80,-100,-87,-100,-100,-100,-81,-100,-100,-88,-100,-62,-87,-86,-72,-100,-100,-100,-79,-100,-85,-81,-100,-100,-100,-100,-76,-84,-84,-89,-84,-75,-100,-83,-100,-100,-85,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-71,-100,-100,-66,-55,-74,-100,-100,-84,-76,-63,-64,-100,-75,-69,-88,-70,-100,-100,-100,-80,-100,-88,-100,-100,-100,-81,-100,-100,-88,-100,-60,-86,-86,-72,-100,-100,-100,-78,-100,-85,-81,-84,-100,-100,-100,-76,-85,-87,-89,-84,-75,-100,-81,-100,-100,-85,-100,-86,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-73,-100,-61,-63,-52,-73,-100,-100,-84,-76,-59,-60,-100,-75,-69,-86,-71,-100,-100,-100,-80,-79,-88,-83,-100,-100,-81,-100,-100,-89,-100,-60,-86,-87,-73,-100,-100,-100,-78,-100,-85,-73,-84,-100,-100,-100,-77,-85,-87,-89,-84,-77,-81,-82,-100,-100,-85,-100,-86,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-73,-100,-62,-62,-53,-72,-100,-100,-84,-64,-60,-59,-100,-77,-69,-86,-71,-100,-100,-100,-80,-79,-88,-83,-100,-100,-81,-100,-100,-89,-100,-60,-86,-87,-73,-100,-100,-100,-78,-100,-85,-73,-84,-100,-100,-100,-77,-85,-87,-89,-84,-78,-81,-82,-100,-100,-85,-100,-86,-100,-84,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-74,-100,-62,-64,-52,-72,-100,-100,-84,-64,-59,-59,-100,-77,-71,-86,-71,-100,-100,-52,-80,-77,-88,-83,-100,-100,-81,-100,-100,-89,-100,-62,-86,-87,-73,-100,-100,-100,-78,-100,-85,-73,-84,-100,-100,-100,-77,-85,-85,-89,-84,-78,-81,-82,-100,-100,-85,-100,-86,-100,-84,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-74,-100,-62,-62,-52,-73,-100,-100,-78,-62,-60,-61,-100,-77,-71,-86,-71,-100,-100,-52,-100,-81,-88,-82,-100,-100,-81,-100,-85,-89,-100,-62,-86,-85,-73,-100,-100,-100,-78,-100,-85,-73,-84,-100,-100,-100,-76,-85,-85,-89,-84,-78,-81,-82,-100,-100,-85,-100,-86,-100,-84,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-73,-100,-62,-62,-53,-74,-100,-100,-78,-62,-58,-61,-100,-76,-68,-86,-71,-100,-100,-52,-100,-81,-85,-82,-100,-100,-81,-100,-85,-89,-100,-62,-86,-85,-75,-100,-100,-100,-81,-100,-85,-73,-84,-87,-100,-100,-76,-83,-85,-89,-84,-77,-81,-77,-100,-100,-85,-100,-86,-100,-84,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-73,-100,-63,-63,-53,-72,-100,-100,-81,-64,-60,-59,-100,-76,-68,-87,-71,-100,-100,-53,-100,-81,-87,-82,-100,-100,-81,-100,-85,-89,-100,-62,-86,-85,-75,-100,-100,-100,-79,-100,-85,-72,-84,-87,-88,-100,-77,-83,-85,-100,-84,-77,-81,-77,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-74,-100,-63,-61,-53,-73,-100,-100,-81,-62,-61,-59,-100,-76,-68,-87,-71,-100,-100,-53,-100,-79,-87,-82,-100,-100,-83,-100,-85,-89,-100,-64,-86,-88,-73,-100,-100,-100,-79,-100,-85,-72,-84,-88,-88,-100,-77,-83,-85,-100,-84,-77,-81,-82,-100,-100,-82,-100,-100,-100,-84,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-73,-100,-63,-61,-53,-73,-100,-100,-81,-62,-58,-59,-100,-77,-67,-87,-71,-100,-100,-53,-100,-79,-85,-82,-100,-100,-83,-88,-85,-89,-100,-64,-86,-88,-73,-82,-100,-100,-79,-100,-85,-72,-84,-88,-88,-100,-77,-83,-88,-100,-83,-78,-81,-83,-100,-100,-82,-100,-100,-100,-84,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-73,-100,-62,-62,-53,-73,-100,-100,-83,-62,-61,-59,-100,-77,-69,-87,-71,-100,-100,-53,-100,-79,-87,-82,-100,-100,-83,-88,-85,-89,-100,-62,-100,-88,-73,-82,-100,-100,-80,-100,-85,-72,-100,-88,-88,-100,-77,-83,-85,-100,-83,-78,-81,-86,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
